location,date,total_cases,new_cases
Bolivia,2022-04-05,902448,0
Bonaire Sint Eustatius and Saba,2022-04-05,8189,0
Bosnia and Herzegovina,2022-04-05,375665,0
Botswana,2022-04-05,305770,0
Brazil,2022-04-05,29975165,0
British Virgin Islands,2022-04-05,6141,0
Brunei,2022-04-05,135974,0
Bulgaria,2022-04-05,1140453,0
Burkina Faso,2022-04-05,20858,0
Burundi,2022-04-05,38588,0
Cambodia,2022-04-05,135747,0
Cameroon,2022-04-05,119725,0
Canada,2022-04-05,3492403,0
Cape Verde,2022-04-05,55960,0
Cayman Islands,2022-04-05,20606,0
Central African Republic,2022-04-05,14352,0
Chad,2022-04-05,7308,0
Chile,2022-04-05,3482175,0
China,2022-04-05,922543,0
Colombia,2022-04-05,6085270,0
Comoros,2022-04-05,8093,0
Congo,2022-04-05,24017,0
Cook Islands,2022-04-05,2406,0
Costa Rica,2022-04-05,839368,0
Cote d'Ivoire,2022-04-05,81761,0
Croatia,2022-04-05,1101921,0
Cuba,2022-04-05,1091852,0
Curacao,2022-04-05,40346,0
Cyprus,2022-04-05,436949,0
Czechia,2022-04-05,4093474,0
Democratic Republic of Congo,2022-04-05,86872,0
Denmark,2022-04-05,3064625,0
Djibouti,2022-04-05,15588,0
Dominica,2022-04-05,11897,0
Dominican Republic,2022-04-05,578179,0
East Timor,2022-04-05,22832,0
Ecuador,2022-04-05,861753,0
Egypt,2022-04-05,509177,0
El Salvador,2022-04-05,161052,0
Equatorial Guinea,2022-04-05,15904,0
Eritrea,2022-04-05,9728,0
Estonia,2022-04-05,544080,0
Eswatini,2022-04-05,69838,0
Ethiopia,2022-04-05,469806,0
Europe,2022-04-05,181201235,0
European Union (27),2022-04-05,126893438,0
Falkland Islands,2022-04-05,124,0
Faroe Islands,2022-04-05,34658,0
Fiji,2022-04-05,64417,0
Finland,2022-04-05,997537,0
France,2022-04-05,25076110,0
French Guiana,2022-04-05,79075,0
French Polynesia,2022-04-05,72386,0
Gabon,2022-04-05,47586,0
Gambia,2022-04-05,11990,0
Georgia,2022-04-05,1649222,0
Germany,2022-04-05,21861236,0
Ghana,2022-04-05,161034,0
Gibraltar,2022-04-05,16979,0
Greece,2022-04-05,3085410,0
Greenland,2022-04-05,11971,0
Grenada,2022-04-05,14024,0
Guadeloupe,2022-04-05,139516,0
Guam,2022-04-05,39910,0
Guatemala,2022-04-05,829881,0
Guernsey,2022-04-05,22257,0
Guinea,2022-04-05,36502,0
Guinea-Bissau,2022-04-05,8151,0
Guyana,2022-04-05,63258,0
Haiti,2022-04-05,30575,0
High-income countries,2022-04-05,276382281,0
Honduras,2022-04-05,421170,0
Hungary,2022-04-05,1854198,0
Iceland,2022-04-05,174342,0
India,2022-04-05,43028131,0
Indonesia,2022-04-05,6019981,0
Iran,2022-04-05,7166371,0
Iraq,2022-04-05,2320126,0
Ireland,2022-04-05,1479162,0
Isle of Man,2022-04-05,28890,0
Israel,2022-04-05,3939698,0
Italy,2022-04-05,14790806,0
Jamaica,2022-04-05,128811,0
Japan,2022-04-05,6702086,0
Jersey,2022-04-05,47025,0
Jordan,2022-04-05,1694216,0
Kazakhstan,2022-04-05,1393892,0
Kenya,2022-04-05,323450,0
Kiribati,2022-04-05,3067,0
Kosovo,2022-04-05,227490,0
Kuwait,2022-04-05,629525,0
Kyrgyzstan,2022-04-05,82858,0
Laos,2022-04-05,183560,0
Latvia,2022-04-05,802532,0
Lebanon,2022-04-05,1092807,0
Lesotho,2022-04-05,32910,0
Liberia,2022-04-05,7400,0
Libya,2022-04-05,501738,0
Liechtenstein,2022-04-05,16497,0
Lithuania,2022-04-05,1117987,0
Low-income countries,2022-04-05,1778556,0
Lower-middle-income countries,2022-04-05,85155351,0
Luxembourg,2022-04-05,238752,0
Madagascar,2022-04-05,64050,0
Malawi,2022-04-05,85657,0
Malaysia,2022-04-05,4246467,0
Maldives,2022-04-05,177759,0
Mali,2022-04-05,30493,0
Malta,2022-04-05,81725,0
Marshall Islands,2022-04-05,7,0
Martinique,2022-04-05,145966,0
Mauritania,2022-04-05,58670,0
Mauritius,2022-04-05,214425,0
Mayotte,2022-04-05,36839,0
Mexico,2022-04-05,5760753,0
Micronesia (country),2022-04-05,0,0
Moldova,2022-04-05,514199,0
Monaco,2022-04-05,11289,0
Mongolia,2022-04-05,919544,0
Montenegro,2022-04-05,205097,0
Montserrat,2022-04-05,175,0
Morocco,2022-04-05,1163472,0
Mozambique,2022-04-05,225264,0
Myanmar,2022-04-05,611875,0
Namibia,2022-04-05,157757,0
Nauru,2022-04-05,2,0
Nepal,2022-04-05,978475,0
Netherlands,2022-04-05,7923000,0
New Caledonia,2022-04-05,60430,0
New Zealand,2022-04-05,701983,0
Nicaragua,2022-04-05,14269,0
Niger,2022-04-05,8810,0
Nigeria,2022-04-05,255468,0
Niue,2022-04-05,7,0
North America,2022-04-05,94944290,0
North Korea,2022-04-05,0,0
North Macedonia,2022-04-05,306616,0
Northern Mariana Islands,2022-04-05,11065,0
Norway,2022-04-05,1409933,0
Oceania,2022-04-05,5597099,0
Oman,2022-04-05,388432,0
Pakistan,2022-04-05,1525181,0
Palau,2022-04-05,4042,0
Palestine,2022-04-05,656287,0
Panama,2022-04-05,764831,0
Papua New Guinea,2022-04-05,43388,0
Paraguay,2022-04-05,648353,0
Peru,2022-04-05,3547606,0
Philippines,2022-04-05,3679175,0
Pitcairn,2022-04-05,0,0
Poland,2022-04-05,5969086,0
Portugal,2022-04-05,3763712,0
Puerto Rico,2022-04-05,505229,0
Qatar,2022-04-05,361667,0
Reunion,2022-04-05,336945,0
Romania,2022-04-05,2858665,0
Russia,2022-04-05,17896866,0
Rwanda,2022-04-05,129729,0
Saint Barthelemy,2022-04-05,4069,0
Saint Helena,2022-04-05,0,0
Saint Kitts and Nevis,2022-04-05,5549,0
Saint Lucia,2022-04-05,22959,0
Saint Martin (French part),2022-04-05,10069,0
Saint Pierre and Miquelon,2022-04-05,2236,0
Saint Vincent and the Grenadines,2022-04-05,8337,0
Samoa,2022-04-05,2787,0
San Marino,2022-04-05,15432,0
Sao Tome and Principe,2022-04-05,5945,0
Saudi Arabia,2022-04-05,750998,0
Senegal,2022-04-05,85911,0
Serbia,2022-04-05,1979729,0
Seychelles,2022-04-05,40637,0
Sierra Leone,2022-04-05,7674,0
Singapore,2022-04-05,1109744,0
Sint Maarten (Dutch part),2022-04-05,9698,0
Slovakia,2022-04-05,1725487,0
Slovenia,2022-04-05,975513,0
Solomon Islands,2022-04-05,11470,0
Somalia,2022-04-05,26410,0
South Africa,2022-04-05,3722065,0
South America,2022-04-05,56164588,0
South Korea,2022-04-05,14001266,0
South Sudan,2022-04-05,17286,0
Spain,2022-04-05,11652243,0
Sri Lanka,2022-04-05,661991,0
Sudan,2022-04-05,61985,0
Suriname,2022-04-05,79229,0
Sweden,2022-04-05,2490628,0
Switzerland,2022-04-05,3502903,0
Syria,2022-04-05,55706,0
Tajikistan,2022-04-05,17786,0
Tanzania,2022-04-05,33836,0
Thailand,2022-04-05,3711595,0
Togo,2022-04-05,36943,0
Tokelau,2022-04-05,0,0
Tonga,2022-04-05,7127,0
Trinidad and Tobago,2022-04-05,138159,0
Tunisia,2022-04-05,1035884,0
Turkey,2022-04-05,14885710,0
Turkmenistan,2022-04-05,0,0
Turks and Caicos Islands,2022-04-05,5910,0
Tuvalu,2022-04-05,0,0
Uganda,2022-04-05,163885,0
Ukraine,2022-04-05,4931463,0
United Arab Emirates,2022-04-05,891872,0
United Kingdom,2022-04-05,21311981,0
United States,2022-04-05,79497642,0
United States Virgin Islands,2022-04-05,15656,0
Upper-middle-income countries,2022-04-05,126413674,0
Uruguay,2022-04-05,888639,0
Uzbekistan,2022-04-05,156290,0
Vanuatu,2022-04-05,4114,0
Vatican,2022-04-05,26,0
Venezuela,2022-04-05,520627,0
Vietnam,2022-04-05,9818328,0
Wallis and Futuna,2022-04-05,453,0
World,2022-04-05,490521031,0
Yemen,2022-04-05,11806,0
Zambia,2022-04-05,317031,0
Zimbabwe,2022-04-05,246481,0
Afghanistan,2022-04-04,177805,0
Africa,2022-04-04,11945131,0
Albania,2022-04-04,273759,0
Algeria,2022-04-04,265684,0
American Samoa,2022-04-04,4656,0
Andorra,2022-04-04,40024,0
Angola,2022-04-04,99194,0
Anguilla,2022-04-04,2700,0
Antigua and Barbuda,2022-04-04,7493,0
Argentina,2022-04-04,9030866,0
Armenia,2022-04-04,422574,0
Aruba,2022-04-04,33966,0
Asia,2022-04-04,140668688,0
Australia,2022-04-04,4563382,0
Austria,2022-04-04,3890190,0
Azerbaijan,2022-04-04,792019,0
Bahamas,2022-04-04,33295,0
Bahrain,2022-04-04,555560,0
Bangladesh,2022-04-04,1951770,0
Barbados,2022-04-04,59495,0
Belarus,2022-04-04,964677,0
Belgium,2022-04-04,3877957,0
Belize,2022-04-04,57289,0
Benin,2022-04-04,26595,0
Bermuda,2022-04-04,12564,0
Bhutan,2022-04-04,31437,0
Bolivia,2022-04-04,902448,0
Bonaire Sint Eustatius and Saba,2022-04-04,8189,0
Bosnia and Herzegovina,2022-04-04,375665,0
Botswana,2022-04-04,305770,0
Brazil,2022-04-04,29975165,0
British Virgin Islands,2022-04-04,6141,0
Brunei,2022-04-04,135974,0
Bulgaria,2022-04-04,1140453,0
Burkina Faso,2022-04-04,20858,0
Burundi,2022-04-04,38588,0
Cambodia,2022-04-04,135747,0
Cameroon,2022-04-04,119725,0
Canada,2022-04-04,3492403,0
Cape Verde,2022-04-04,55960,0
Cayman Islands,2022-04-04,20606,0
Central African Republic,2022-04-04,14352,0
Chad,2022-04-04,7308,0
Chile,2022-04-04,3482175,0
China,2022-04-04,922543,0
Colombia,2022-04-04,6085270,0
Comoros,2022-04-04,8093,0
Congo,2022-04-04,24017,0
Cook Islands,2022-04-04,2406,0
Costa Rica,2022-04-04,839368,0
Cote d'Ivoire,2022-04-04,81761,0
Croatia,2022-04-04,1101921,0
Cuba,2022-04-04,1091852,0
Curacao,2022-04-04,40346,0
Cyprus,2022-04-04,436949,0
Czechia,2022-04-04,4093474,0
Democratic Republic of Congo,2022-04-04,86872,0
Denmark,2022-04-04,3064625,0
Djibouti,2022-04-04,15588,0
Dominica,2022-04-04,11897,0
Dominican Republic,2022-04-04,578179,0
East Timor,2022-04-04,22832,0
Ecuador,2022-04-04,861753,0
Egypt,2022-04-04,509177,0
El Salvador,2022-04-04,161052,0
Equatorial Guinea,2022-04-04,15904,0
Eritrea,2022-04-04,9728,0
Estonia,2022-04-04,544080,0
Eswatini,2022-04-04,69838,0
Ethiopia,2022-04-04,469806,0
Europe,2022-04-04,181201235,0
European Union (27),2022-04-04,126893438,0
Falkland Islands,2022-04-04,124,0
Faroe Islands,2022-04-04,34658,0
Fiji,2022-04-04,64417,0
Finland,2022-04-04,997537,0
France,2022-04-04,25076110,0
French Guiana,2022-04-04,79075,0
French Polynesia,2022-04-04,72386,0
Gabon,2022-04-04,47586,0
Gambia,2022-04-04,11990,0
Georgia,2022-04-04,1649222,0
Germany,2022-04-04,21861236,0
Ghana,2022-04-04,161034,0
Gibraltar,2022-04-04,16979,0
Greece,2022-04-04,3085410,0
Greenland,2022-04-04,11971,0
Grenada,2022-04-04,14024,0
Guadeloupe,2022-04-04,139516,0
Guam,2022-04-04,39910,0
Guatemala,2022-04-04,829881,0
Guernsey,2022-04-04,22257,0
Guinea,2022-04-04,36502,0
Guinea-Bissau,2022-04-04,8151,0
Guyana,2022-04-04,63258,0
Haiti,2022-04-04,30575,0
High-income countries,2022-04-04,276382281,0
Honduras,2022-04-04,421170,0
Hungary,2022-04-04,1854198,0
Iceland,2022-04-04,174342,0
India,2022-04-04,43028131,0
Indonesia,2022-04-04,6019981,0
Iran,2022-04-04,7166371,0
Iraq,2022-04-04,2320126,0
Ireland,2022-04-04,1479162,0
Isle of Man,2022-04-04,28890,0
Israel,2022-04-04,3939698,0
Italy,2022-04-04,14790806,0
Jamaica,2022-04-04,128811,0
Japan,2022-04-04,6702086,0
Jersey,2022-04-04,47025,0
Jordan,2022-04-04,1694216,0
Kazakhstan,2022-04-04,1393892,0
Kenya,2022-04-04,323450,0
Kiribati,2022-04-04,3067,0
Kosovo,2022-04-04,227490,0
Kuwait,2022-04-04,629525,0
Kyrgyzstan,2022-04-04,82858,0
Laos,2022-04-04,183560,0
Latvia,2022-04-04,802532,0
Lebanon,2022-04-04,1092807,0
Lesotho,2022-04-04,32910,0
Liberia,2022-04-04,7400,0
Libya,2022-04-04,501738,0
Liechtenstein,2022-04-04,16497,0
Lithuania,2022-04-04,1117987,0
Low-income countries,2022-04-04,1778556,0
Lower-middle-income countries,2022-04-04,85155351,0
Luxembourg,2022-04-04,238752,0
Madagascar,2022-04-04,64050,0
Malawi,2022-04-04,85657,0
Malaysia,2022-04-04,4246467,0
Maldives,2022-04-04,177759,0
Mali,2022-04-04,30493,0
Malta,2022-04-04,81725,0
Marshall Islands,2022-04-04,7,0
Martinique,2022-04-04,145966,0
Mauritania,2022-04-04,58670,0
Mauritius,2022-04-04,214425,0
Mayotte,2022-04-04,36839,0
Mexico,2022-04-04,5760753,0
Micronesia (country),2022-04-04,0,0
Moldova,2022-04-04,514199,0
Monaco,2022-04-04,11289,0
Mongolia,2022-04-04,919544,0
Montenegro,2022-04-04,205097,0
Montserrat,2022-04-04,175,0
Morocco,2022-04-04,1163472,0
Mozambique,2022-04-04,225264,0
Myanmar,2022-04-04,611875,0
Namibia,2022-04-04,157757,0
Nauru,2022-04-04,2,0
Nepal,2022-04-04,978475,0
Netherlands,2022-04-04,7923000,0
New Caledonia,2022-04-04,60430,0
New Zealand,2022-04-04,701983,0
Nicaragua,2022-04-04,14269,0
Niger,2022-04-04,8810,0
Nigeria,2022-04-04,255468,0
Niue,2022-04-04,7,0
North America,2022-04-04,94944290,0
North Korea,2022-04-04,0,0
North Macedonia,2022-04-04,306616,0
Northern Mariana Islands,2022-04-04,11065,0
Norway,2022-04-04,1409933,0
Oceania,2022-04-04,5597099,0
Oman,2022-04-04,388432,0
Pakistan,2022-04-04,1525181,0
Palau,2022-04-04,4042,0
Palestine,2022-04-04,656287,0
Panama,2022-04-04,764831,0
Papua New Guinea,2022-04-04,43388,0
Paraguay,2022-04-04,648353,0
Peru,2022-04-04,3547606,0
Philippines,2022-04-04,3679175,0
Pitcairn,2022-04-04,0,0
Poland,2022-04-04,5969086,0
Portugal,2022-04-04,3763712,0
Puerto Rico,2022-04-04,505229,0
Qatar,2022-04-04,361667,0
Reunion,2022-04-04,336945,0
Romania,2022-04-04,2858665,0
Russia,2022-04-04,17896866,0
Rwanda,2022-04-04,129729,0
Saint Barthelemy,2022-04-04,4069,0
Saint Helena,2022-04-04,0,0
Saint Kitts and Nevis,2022-04-04,5549,0
Saint Lucia,2022-04-04,22959,0
Saint Martin (French part),2022-04-04,10069,0
Saint Pierre and Miquelon,2022-04-04,2236,0
Saint Vincent and the Grenadines,2022-04-04,8337,0
Samoa,2022-04-04,2787,0
San Marino,2022-04-04,15432,0
Sao Tome and Principe,2022-04-04,5945,0
Saudi Arabia,2022-04-04,750998,0
Senegal,2022-04-04,85911,0
Serbia,2022-04-04,1979729,0
Seychelles,2022-04-04,40637,0
Sierra Leone,2022-04-04,7674,0
Singapore,2022-04-04,1109744,0
Sint Maarten (Dutch part),2022-04-04,9698,0
Slovakia,2022-04-04,1725487,0
Slovenia,2022-04-04,975513,0
Solomon Islands,2022-04-04,11470,0
Somalia,2022-04-04,26410,0
South Africa,2022-04-04,3722065,0
South America,2022-04-04,56164588,0
South Korea,2022-04-04,14001266,0
South Sudan,2022-04-04,17286,0
Spain,2022-04-04,11652243,0
Sri Lanka,2022-04-04,661991,0
Sudan,2022-04-04,61985,0
Suriname,2022-04-04,79229,0
Sweden,2022-04-04,2490628,0
Switzerland,2022-04-04,3502903,0
Syria,2022-04-04,55706,0
Tajikistan,2022-04-04,17786,0
Tanzania,2022-04-04,33836,0
Thailand,2022-04-04,3711595,0
Togo,2022-04-04,36943,0
Tokelau,2022-04-04,0,0
Tonga,2022-04-04,7127,0
Trinidad and Tobago,2022-04-04,138159,0
Tunisia,2022-04-04,1035884,0
Turkey,2022-04-04,14885710,0
Turkmenistan,2022-04-04,0,0
Turks and Caicos Islands,2022-04-04,5910,0
Tuvalu,2022-04-04,0,0
Uganda,2022-04-04,163885,0
Ukraine,2022-04-04,4931463,0
United Arab Emirates,2022-04-04,891872,0
United Kingdom,2022-04-04,21311981,0
United States,2022-04-04,79497642,0
United States Virgin Islands,2022-04-04,15656,0
Upper-middle-income countries,2022-04-04,126413674,0
Uruguay,2022-04-04,888639,0
Uzbekistan,2022-04-04,156290,0
Vanuatu,2022-04-04,4114,0
Vatican,2022-04-04,26,0
Venezuela,2022-04-04,520627,0
Vietnam,2022-04-04,9818328,0
Wallis and Futuna,2022-04-04,453,0
World,2022-04-04,490521031,0
Yemen,2022-04-04,11806,0
Zambia,2022-04-04,317031,0
Zimbabwe,2022-04-04,246481,0
Afghanistan,2022-04-03,177805,331
Africa,2022-04-03,11945131,35338
Albania,2022-04-03,273759,441
Algeria,2022-04-03,265684,63
American Samoa,2022-04-03,4656,1378
Andorra,2022-04-03,40024,311
Angola,2022-04-03,99194,88
Anguilla,2022-04-03,2700,67
Antigua and Barbuda,2022-04-03,7493,11
Argentina,2022-04-03,9030866,12994
Armenia,2022-04-03,422574,116
Aruba,2022-04-03,33966,123
Asia,2022-04-03,140668688,3775705
Australia,2022-04-03,4563382,395982
Austria,2022-04-03,3890190,172589
Azerbaijan,2022-04-03,792019,324
Bahamas,2022-04-03,33295,41
Bahrain,2022-04-03,555560,5198
Bangladesh,2022-04-03,1951770,488
Barbados,2022-04-03,59495,1225
Belarus,2022-04-03,964677,6185
Belgium,2022-04-03,3877957,73163
Belize,2022-04-03,57289,58
Benin,2022-04-03,26595,2
Bermuda,2022-04-03,12564,210
Bhutan,2022-04-03,31437,6357
Bolivia,2022-04-03,902448,1156
Bonaire Sint Eustatius and Saba,2022-04-03,8189,150
Bosnia and Herzegovina,2022-04-03,375665,792
Botswana,2022-04-03,305770,93
Brazil,2022-04-03,29975165,172908
British Virgin Islands,2022-04-03,6141,37
Brunei,2022-04-03,135974,4571
Bulgaria,2022-04-03,1140453,7351
Burkina Faso,2022-04-03,20858,45
Burundi,2022-04-03,38588,125
Cambodia,2022-04-03,135747,286
Cameroon,2022-04-03,119725,88
Canada,2022-04-03,3492403,56397
Cape Verde,2022-04-03,55960,12
Cayman Islands,2022-04-03,20606,0
Central African Republic,2022-04-03,14352,1
Chad,2022-04-03,7308,22
Chile,2022-04-03,3482175,39157
China,2022-04-03,922543,32276
Colombia,2022-04-03,6085270,2327
Comoros,2022-04-03,8093,10
Congo,2022-04-03,24017,10
Cook Islands,2022-04-03,2406,1011
Costa Rica,2022-04-03,839368,4642
Cote d'Ivoire,2022-04-03,81761,64
Croatia,2022-04-03,1101921,8823
Cuba,2022-04-03,1091852,5491
Curacao,2022-04-03,40346,493
Cyprus,2022-04-03,436949,31405
Czechia,2022-04-03,4093474,50470
Democratic Republic of Congo,2022-04-03,86872,125
Denmark,2022-04-03,3064625,25421
Djibouti,2022-04-03,15588,8
Dominica,2022-04-03,11897,92
Dominican Republic,2022-04-03,578179,338
East Timor,2022-04-03,22832,11
Ecuador,2022-04-03,861753,4454
Egypt,2022-04-03,509177,3913
El Salvador,2022-04-03,161052,0
Equatorial Guinea,2022-04-03,15904,1
Eritrea,2022-04-03,9728,4
Estonia,2022-04-03,544080,6835
Eswatini,2022-04-03,69838,175
Ethiopia,2022-04-03,469806,195
Europe,2022-04-03,181201235,4524665
European Union (27),2022-04-03,126893438,3783717
Falkland Islands,2022-04-03,124,5
Faroe Islands,2022-04-03,34658,0
Fiji,2022-04-03,64417,41
Finland,2022-04-03,997537,33726
France,2022-04-03,25076110,959358
French Guiana,2022-04-03,79075,396
French Polynesia,2022-04-03,72386,328
Gabon,2022-04-03,47586,2
Gambia,2022-04-03,11990,2
Georgia,2022-04-03,1649222,2906
Germany,2022-04-03,21861236,1295125
Ghana,2022-04-03,161034,109
Gibraltar,2022-04-03,16979,379
Greece,2022-04-03,3085410,143843
Greenland,2022-04-03,11971,0
Grenada,2022-04-03,14024,42
Guadeloupe,2022-04-03,139516,3535
Guam,2022-04-03,39910,266
Guatemala,2022-04-03,829881,6736
Guernsey,2022-04-03,22257,1389
Guinea,2022-04-03,36502,43
Guinea-Bissau,2022-04-03,8151,20
Guyana,2022-04-03,63258,35
Haiti,2022-04-03,30575,47
High-income countries,2022-04-03,276382281,7600955
Honduras,2022-04-03,421170,549
Hungary,2022-04-03,1854198,14840
Iceland,2022-04-03,174342,3024
India,2022-04-03,43028131,8678
Indonesia,2022-04-03,6019981,21028
Iran,2022-04-03,7166371,17582
Iraq,2022-04-03,2320126,2379
Ireland,2022-04-03,1479162,42205
Isle of Man,2022-04-03,28890,1123
Israel,2022-04-03,3939698,86177
Italy,2022-04-03,14790806,486695
Jamaica,2022-04-03,128811,183
Japan,2022-04-03,6702086,324367
Jersey,2022-04-03,47025,1414
Jordan,2022-04-03,1694216,1731
Kazakhstan,2022-04-03,1393892,249
Kenya,2022-04-03,323450,85
Kiribati,2022-04-03,3067,2
Kosovo,2022-04-03,227490,209
Kuwait,2022-04-03,629525,1065
Kyrgyzstan,2022-04-03,82858,76
Laos,2022-04-03,183560,15567
Latvia,2022-04-03,802532,11914
Lebanon,2022-04-03,1092807,2309
Lesotho,2022-04-03,32910,15
Liberia,2022-04-03,7400,1
Libya,2022-04-03,501738,318
Liechtenstein,2022-04-03,16497,406
Lithuania,2022-04-03,1117987,18874
Low-income countries,2022-04-03,1778556,1341
Lower-middle-income countries,2022-04-03,85155351,896043
Luxembourg,2022-04-03,238752,9821
Madagascar,2022-04-03,64050,41
Malawi,2022-04-03,85657,49
Malaysia,2022-04-03,4246467,107600
Maldives,2022-04-03,177759,656
Mali,2022-04-03,30493,23
Malta,2022-04-03,81725,4491
Marshall Islands,2022-04-03,7,0
Martinique,2022-04-03,145966,2791
Mauritania,2022-04-03,58670,4
Mauritius,2022-04-03,214425,4876
Mayotte,2022-04-03,36839,0
Mexico,2022-04-03,5760753,6523
Micronesia (country),2022-04-03,0,0
Moldova,2022-04-03,514199,1597
Monaco,2022-04-03,11289,334
Mongolia,2022-04-03,919544,640
Montenegro,2022-04-03,205097,521
Montserrat,2022-04-03,175,0
Morocco,2022-04-03,1163472,549
Mozambique,2022-04-03,225264,27
Myanmar,2022-04-03,611875,1017
Namibia,2022-04-03,157757,146
Nauru,2022-04-03,2,2
Nepal,2022-04-03,978475,143
Netherlands,2022-04-03,7923000,145200
New Caledonia,2022-04-03,60430,159
New Zealand,2022-04-03,701983,92674
Nicaragua,2022-04-03,14269,47
Niger,2022-04-03,8810,9
Nigeria,2022-04-03,255468,172
Niue,2022-04-03,7,2
North America,2022-04-03,94944290,291878
North Korea,2022-04-03,0,0
North Macedonia,2022-04-03,306616,1602
Northern Mariana Islands,2022-04-03,11065,43
Norway,2022-04-03,1409933,10821
Oceania,2022-04-03,5597099,497359
Oman,2022-04-03,388432,393
Pakistan,2022-04-03,1525181,1591
Palau,2022-04-03,4042,55
Palestine,2022-04-03,656287,537
Panama,2022-04-03,764831,1806
Papua New Guinea,2022-04-03,43388,109
Paraguay,2022-04-03,648353,591
Peru,2022-04-03,3547606,3268
Philippines,2022-04-03,3679175,2186
Pitcairn,2022-04-03,0,0
Poland,2022-04-03,5969086,26428
Portugal,2022-04-03,3763712,68162
Puerto Rico,2022-04-03,505229,3456
Qatar,2022-04-03,361667,963
Reunion,2022-04-03,336945,9756
Romania,2022-04-03,2858665,19816
Russia,2022-04-03,17896866,134124
Rwanda,2022-04-03,129729,21
Saint Barthelemy,2022-04-03,4069,186
Saint Helena,2022-04-03,0,0
Saint Kitts and Nevis,2022-04-03,5549,1
Saint Lucia,2022-04-03,22959,40
Saint Martin (French part),2022-04-03,10069,81
Saint Pierre and Miquelon,2022-04-03,2236,306
Saint Vincent and the Grenadines,2022-04-03,8337,4
Samoa,2022-04-03,2787,1500
San Marino,2022-04-03,15432,224
Sao Tome and Principe,2022-04-03,5945,0
Saudi Arabia,2022-04-03,750998,740
Senegal,2022-04-03,85911,51
Serbia,2022-04-03,1979729,11958
Seychelles,2022-04-03,40637,514
Sierra Leone,2022-04-03,7674,0
Singapore,2022-04-03,1109744,37739
Sint Maarten (Dutch part),2022-04-03,9698,41
Slovakia,2022-04-03,1725487,38062
Slovenia,2022-04-03,975513,17024
Solomon Islands,2022-04-03,11470,692
Somalia,2022-04-03,26410,0
South Africa,2022-04-03,3722065,9802
South America,2022-04-03,56164588,244236
South Korea,2022-04-03,14001266,1998392
South Sudan,2022-04-03,17286,73
Spain,2022-04-03,11652243,67059
Sri Lanka,2022-04-03,661991,1101
Sudan,2022-04-03,61985,56
Suriname,2022-04-03,79229,96
Sweden,2022-04-03,2490628,5017
Switzerland,2022-04-03,3502903,70767
Syria,2022-04-03,55706,56
Tajikistan,2022-04-03,17786,0
Tanzania,2022-04-03,33836,21
Thailand,2022-04-03,3711595,182510
Togo,2022-04-03,36943,32
Tokelau,2022-04-03,0,0
Tonga,2022-04-03,7127,1536
Trinidad and Tobago,2022-04-03,138159,1598
Tunisia,2022-04-03,1035884,2153
Turkey,2022-04-03,14885710,96227
Turkmenistan,2022-04-03,0,0
Turks and Caicos Islands,2022-04-03,5910,22
Tuvalu,2022-04-03,0,0
Uganda,2022-04-03,163885,80
Ukraine,2022-04-03,4931463,14656
United Arab Emirates,2022-04-03,891872,2075
United Kingdom,2022-04-03,21311981,478671
United States,2022-04-03,79497642,194464
United States Virgin Islands,2022-04-03,15656,45
Upper-middle-income countries,2022-04-03,126413674,849834
Uruguay,2022-04-03,888639,6260
Uzbekistan,2022-04-03,156290,209
Vanuatu,2022-04-03,4114,1579
Vatican,2022-04-03,26,0
Venezuela,2022-04-03,520627,589
Vietnam,2022-04-03,9818328,806855
Wallis and Futuna,2022-04-03,453,0
